trip_id;arrival_time;departure_time;stop_id;stop_sequence
2063D22002C1;6:20:00;6:20:00;15211;1
2063D22002C1;6:22:00;6:22:00;15218;2
2063D22002C1;6:28:00;6:28:00;15209;3
2063D22002C1;6:30:00;6:30:00;15208;4
2063D22002C1;6:34:00;6:34:00;15207;5
2063D22002C1;6:37:00;6:37:00;15206;6
2063D22002C1;6:39:00;6:39:00;15205;7
2063D22002C1;6:42:00;6:42:00;15203;8
2063D22002C1;6:45:00;6:45:00;15202;9
2063D22002C1;6:48:00;6:48:00;15200;10
2063D22002C1;6:53:00;6:53:00;15123;11
2063D22002C1;6:58:00;6:58:00;15122;12
2063D22003C1;7:10:00;7:10:00;15122;1
2063D22003C1;7:13:00;7:13:00;15123;2
2063D22003C1;7:16:00;7:16:00;15200;3
2063D22003C1;7:18:00;7:18:00;15202;4
2063D22003C1;7:21:00;7:21:00;15203;5
2063D22003C1;7:25:00;7:25:00;15205;6
2063D22003C1;7:27:00;7:27:00;15206;7
2063D22003C1;7:30:00;7:30:00;15207;8
2063D22003C1;7:34:00;7:34:00;15208;9
2063D22003C1;7:36:00;7:36:00;15209;10
2063D22003C1;7:42:00;7:42:00;15218;11
2063D22003C1;7:44:00;7:44:00;15211;12
2063D22003C1;7:48:00;7:48:00;15217;13
2063D22003C1;7:51:00;7:51:00;15212;14
2063D22003C1;7:55:00;7:55:00;15300;15
2063D22003C1;7:58:00;7:58:00;15301;16
2063D22003C1;8:00:00;8:00:00;15305;17
2063D22003C1;8:03:00;8:03:00;15302;18
2063D22003C1;8:06:00;8:06:00;15303;19
2063D22003C1;8:10:00;8:10:00;15400;20
2063D22003C1;8:14:00;8:14:00;15401;21
2063D22003C1;8:18:00;8:18:00;15410;22
2063D22004C1;6:00:00;6:00:00;15410;1
2063D22004C1;6:03:00;6:03:00;15401;2
2063D22004C1;6:06:00;6:06:00;15400;3
2063D22004C1;6:09:00;6:09:00;15303;4
2063D22004C1;6:12:00;6:12:00;15302;5
2063D22004C1;6:18:00;6:18:00;15301;6
2063D22004C1;6:22:00;6:22:00;15300;7
2063D22004C1;6:26:00;6:26:00;15212;9
2063D22004C1;6:29:00;6:29:00;15217;10
2063D22004C1;6:32:00;6:32:00;15211;11
2063D22004C1;6:35:00;6:35:00;15218;12
2063D22004C1;6:41:00;6:41:00;15209;13
2063D22004C1;6:43:00;6:43:00;15208;14
2063D22004C1;6:47:00;6:47:00;15207;15
2063D22004C1;6:50:00;6:50:00;15206;16
2063D22004C1;6:52:00;6:52:00;15205;17
2063D22004C1;6:55:00;6:55:00;15203;18
2063D22004C1;6:58:00;6:58:00;15202;19
2063D22004C1;7:01:00;7:01:00;15200;20
2063D22004C1;7:06:00;7:06:00;15123;21
2063D22004C1;7:11:00;7:11:00;15122;22
2063D22004C1;7:15:00;7:15:00;15121;23
2063D22004C1;7:18:00;7:18:00;15120;24
2063D22004C1;7:21:00;7:21:00;15119;25
2063D22004C1;7:26:00;7:26:00;15118;26
2063D22007C1;7:48:00;7:48:00;15118;1
2063D22007C1;7:52:00;7:52:00;15119;2
2063D22007C1;7:56:00;7:56:00;15120;3
2063D22007C1;8:09:00;8:09:00;15121;4
2063D22007C1;8:13:00;8:13:00;15122;5
2063D22007C1;8:17:00;8:17:00;15123;6
2063D22007C1;8:20:00;8:20:00;15200;7
2063D22007C1;8:22:00;8:22:00;15202;8
2063D22007C1;8:25:00;8:25:00;15203;9
2063D22007C1;8:29:00;8:29:00;15205;10
2063D22007C1;8:31:00;8:31:00;15206;11
2063D22007C1;8:34:00;8:34:00;15207;12
2063D22007C1;8:38:00;8:38:00;15208;13
2063D22007C1;8:40:00;8:40:00;15209;14
2063D22007C1;8:43:00;8:43:00;15210;15
2063D22007C1;8:46:00;8:46:00;15218;16
2063D22007C1;8:48:00;8:48:00;15211;17
2063D22007C1;8:53:00;8:53:00;15217;18
2063D22007C1;8:56:00;8:56:00;15212;19
2063D22007C1;9:00:00;9:00:00;15300;20
2063D22007C1;9:03:00;9:03:00;15301;21
2063D22007C1;9:05:00;9:05:00;15305;22
2063D22007C1;9:08:00;9:08:00;15302;23
2063D22007C1;9:11:00;9:11:00;15303;24
2063D22007C1;9:15:00;9:15:00;15400;25
2063D22007C1;9:19:00;9:19:00;15401;26
2063D22007C1;9:23:00;9:23:00;15410;27
2063D22008C1;7:30:00;7:30:00;15410;1
2063D22008C1;7:33:00;7:33:00;15401;2
2063D22008C1;7:36:00;7:36:00;15400;3
2063D22008C1;7:39:00;7:39:00;15303;4
2063D22008C1;7:42:00;7:42:00;15302;5
2063D22008C1;7:45:00;7:45:00;15305;6
2063D22008C1;7:48:00;7:48:00;15301;7
2063D22008C1;7:52:00;7:52:00;15300;8
2063D22008C1;7:56:00;7:56:00;15212;9
2063D22008C1;7:59:00;7:59:00;15217;10
2063D22008C1;8:02:00;8:02:00;15211;11
2063D22008C1;8:05:00;8:05:00;15218;12
2063D22008C1;8:08:00;8:08:00;15210;13
2063D22008C1;8:11:00;8:11:00;15209;14
2063D22008C1;8:13:00;8:13:00;15208;15
2063D22008C1;8:17:00;8:17:00;15207;16
2063D22008C1;8:20:00;8:20:00;15206;17
2063D22008C1;8:22:00;8:22:00;15205;18
2063D22008C1;8:25:00;8:25:00;15203;19
2063D22008C1;8:28:00;8:28:00;15202;20
2063D22008C1;8:31:00;8:31:00;15200;21
2063D22008C1;8:36:00;8:36:00;15123;22
2063D22008C1;8:41:00;8:41:00;15122;23
2063D22011C1;9:10:00;9:10:00;15122;1
2063D22011C1;9:13:00;9:13:00;15123;2
2063D22011C1;9:16:00;9:16:00;15200;3
2063D22011C1;9:18:00;9:18:00;15202;4
2063D22011C1;9:21:00;9:21:00;15203;5
2063D22011C1;9:25:00;9:25:00;15205;6
2063D22011C1;9:27:00;9:27:00;15206;7
2063D22011C1;9:30:00;9:30:00;15207;8
2063D22011C1;9:34:00;9:34:00;15208;9
2063D22011C1;9:36:00;9:36:00;15209;10
2063D22011C1;9:42:00;9:42:00;15218;11
2063D22011C1;9:44:00;9:44:00;15211;12
2063D22011C1;9:48:00;9:48:00;15217;13
2063D22011C1;9:51:00;9:51:00;15212;14
2063D22011C1;9:55:00;9:55:00;15300;15
2063D22011C1;9:58:00;9:58:00;15301;16
2063D22011C1;10:03:00;10:03:00;15302;17
2063D22011C1;10:06:00;10:06:00;15303;18
2063D22011C1;10:10:00;10:10:00;15400;19
2063D22011C1;10:14:00;10:14:00;15401;20
2063D22011C1;10:18:00;10:18:00;15410;21
2063D22012C1;9:30:00;9:30:00;15410;1
2063D22012C1;9:33:00;9:33:00;15401;2
2063D22012C1;9:36:00;9:36:00;15400;3
2063D22012C1;9:39:00;9:39:00;15303;4
2063D22012C1;9:42:00;9:42:00;15302;5
2063D22012C1;9:45:00;9:45:00;15305;6
2063D22012C1;9:48:00;9:48:00;15301;7
2063D22012C1;9:52:00;9:52:00;15300;8
2063D22012C1;9:56:00;9:56:00;15212;9
2063D22012C1;9:59:00;9:59:00;15217;10
2063D22012C1;10:02:00;10:02:00;15211;11
2063D22012C1;10:05:00;10:05:00;15218;12
2063D22012C1;10:11:00;10:11:00;15209;13
2063D22012C1;10:13:00;10:13:00;15208;14
2063D22012C1;10:17:00;10:17:00;15207;15
2063D22012C1;10:20:00;10:20:00;15206;16
2063D22012C1;10:22:00;10:22:00;15205;17
2063D22012C1;10:25:00;10:25:00;15203;18
2063D22012C1;10:28:00;10:28:00;15202;19
2063D22012C1;10:31:00;10:31:00;15200;20
2063D22012C1;10:36:00;10:36:00;15123;21
2063D22012C1;10:41:00;10:41:00;15122;22
2063D22012C1;10:46:00;10:46:00;15121;23
2063D22012C1;10:49:00;10:49:00;15120;24
2063D22012C1;10:55:00;10:55:00;15119;25
2063D22012C1;11:00:00;11:00:00;15118;26
2063D22014C1;10:34:00;10:34:00;15410;1
2063D22014C1;10:37:00;10:37:00;15401;2
2063D22014C1;10:40:00;10:40:00;15400;3
2063D22014C1;10:43:00;10:43:00;15303;4
2063D22014C1;10:46:00;10:46:00;15302;5
2063D22014C1;10:52:00;10:52:00;15301;6
2063D22014C1;10:56:00;10:56:00;15300;7
2063D22014C1;11:00:00;11:00:00;15212;8
2063D22014C1;11:03:00;11:03:00;15217;9
2063D22014C1;11:06:00;11:06:00;15211;10
2063D22014C1;11:09:00;11:09:00;15218;11
2063D22014C1;11:15:00;11:15:00;15209;12
2063D22014C1;11:17:00;11:17:00;15208;13
2063D22014C1;11:21:00;11:21:00;15207;14
2063D22014C1;11:24:00;11:24:00;15206;15
2063D22014C1;11:26:00;11:26:00;15205;16
2063D22014C1;11:29:00;11:29:00;15203;17
2063D22014C1;11:32:00;11:32:00;15202;18
2063D22014C1;11:35:00;11:35:00;15200;19
2063D22014C1;11:40:00;11:40:00;15123;20
2063D22014C1;11:45:00;11:45:00;15122;21
2063D22015C1;10:10:00;10:10:00;15122;1
2063D22015C1;10:13:00;10:13:00;15123;2
2063D22015C1;10:16:00;10:16:00;15200;3
2063D22015C1;10:18:00;10:18:00;15202;4
2063D22015C1;10:21:00;10:21:00;15203;5
2063D22015C1;10:25:00;10:25:00;15205;6
2063D22015C1;10:27:00;10:27:00;15206;7
2063D22015C1;10:30:00;10:30:00;15207;8
2063D22015C1;10:34:00;10:34:00;15208;9
2063D22015C1;10:36:00;10:36:00;15209;10
2063D22015C1;10:42:00;10:42:00;15218;11
2063D22015C1;10:44:00;10:44:00;15211;12
2063D22015C1;11:07:00;11:07:00;15401;13
2063D22015C1;11:10:00;11:10:00;15410;14
2063D22016C1;11:30:00;11:30:00;15410;1
2063D22016C1;11:33:00;11:33:00;15401;2
2063D22016C1;11:36:00;11:36:00;15400;3
2063D22016C1;11:39:00;11:39:00;15303;4
2063D22016C1;11:42:00;11:42:00;15302;5
2063D22016C1;11:45:00;11:45:00;15305;6
2063D22016C1;11:48:00;11:48:00;15301;7
2063D22016C1;11:52:00;11:52:00;15300;8
2063D22016C1;11:56:00;11:56:00;15212;9
2063D22016C1;11:59:00;11:59:00;15217;10
2063D22016C1;12:02:00;12:02:00;15211;11
2063D22016C1;12:05:00;12:05:00;15218;12
2063D22016C1;12:11:00;12:11:00;15209;13
2063D22016C1;12:13:00;12:13:00;15208;14
2063D22016C1;12:17:00;12:17:00;15207;15
2063D22016C1;12:20:00;12:20:00;15206;16
2063D22016C1;12:22:00;12:22:00;15205;17
2063D22016C1;12:25:00;12:25:00;15203;18
2063D22016C1;12:28:00;12:28:00;15202;19
2063D22016C1;12:31:00;12:31:00;15200;20
2063D22016C1;12:36:00;12:36:00;15123;21
2063D22016C1;12:41:00;12:41:00;15122;22
2063D22017C1;11:15:00;11:15:00;15122;1
2063D22017C1;11:18:00;11:18:00;15123;2
2063D22017C1;11:21:00;11:21:00;15200;3
2063D22017C1;11:23:00;11:23:00;15202;4
2063D22017C1;11:26:00;11:26:00;15203;5
2063D22017C1;11:30:00;11:30:00;15205;6
2063D22017C1;11:32:00;11:32:00;15206;7
2063D22017C1;11:35:00;11:35:00;15207;8
2063D22017C1;11:39:00;11:39:00;15208;9
2063D22017C1;11:41:00;11:41:00;15209;10
2063D22017C1;11:47:00;11:47:00;15218;11
2063D22017C1;11:49:00;11:49:00;15211;12
2063D22017C1;11:53:00;11:53:00;15217;13
2063D22017C1;11:56:00;11:56:00;15212;14
2063D22017C1;12:00:00;12:00:00;15300;15
2063D22017C1;12:03:00;12:03:00;15301;16
2063D22017C1;12:08:00;12:08:00;15302;17
2063D22017C1;12:11:00;12:11:00;15303;18
2063D22017C1;12:15:00;12:15:00;15400;19
2063D22017C1;12:19:00;12:19:00;15401;20
2063D22017C1;12:23:00;12:23:00;15410;21
2063D22018C1;12:28:00;12:28:00;15410;1
2063D22018C1;12:31:00;12:31:00;15401;2
2063D22018C1;12:34:00;12:34:00;15400;3
2063D22018C1;12:37:00;12:37:00;15303;4
2063D22018C1;12:40:00;12:40:00;15302;5
2063D22018C1;12:46:00;12:46:00;15301;6
2063D22018C1;12:50:00;12:50:00;15300;7
2063D22018C1;12:54:00;12:54:00;15212;8
2063D22018C1;12:57:00;12:57:00;15217;9
2063D22018C1;13:00:00;13:00:00;15211;10
2063D22018C1;13:03:00;13:03:00;15218;11
2063D22018C1;13:06:00;13:06:00;15210;12
2063D22018C1;13:09:00;13:09:00;15209;13
2063D22018C1;13:11:00;13:11:00;15208;14
2063D22018C1;13:15:00;13:15:00;15207;15
2063D22018C1;13:18:00;13:18:00;15206;16
2063D22018C1;13:20:00;13:20:00;15205;17
2063D22018C1;13:23:00;13:23:00;15203;18
2063D22018C1;13:26:00;13:26:00;15202;19
2063D22018C1;13:29:00;13:29:00;15200;20
2063D22018C1;13:34:00;13:34:00;15123;21
2063D22018C1;13:38:00;13:38:00;15122;22
2063D22018C1;13:42:00;13:42:00;15121;23
2063D22018C1;13:45:00;13:45:00;15120;24
2063D22018C1;13:48:00;13:48:00;15119;25
2063D22018C1;13:53:00;13:53:00;15118;26
2063D22020C1;13:30:00;13:30:00;15410;1
2063D22020C1;13:33:00;13:33:00;15401;2
2063D22020C1;13:36:00;13:36:00;15400;3
2063D22020C1;13:39:00;13:39:00;15303;4
2063D22020C1;13:42:00;13:42:00;15302;5
2063D22020C1;13:48:00;13:48:00;15301;6
2063D22020C1;13:52:00;13:52:00;15300;7
2063D22020C1;13:56:00;13:56:00;15212;8
2063D22020C1;13:59:00;13:59:00;15217;9
2063D22020C1;14:02:00;14:02:00;15211;10
2063D22020C1;14:06:00;14:06:00;15218;11
2063D22020C1;14:09:00;14:09:00;15210;12
2063D22020C1;14:12:00;14:12:00;15209;13
2063D22020C1;14:14:00;14:14:00;15208;14
2063D22020C1;14:18:00;14:18:00;15207;15
2063D22020C1;14:21:00;14:21:00;15206;16
2063D22020C1;14:23:00;14:23:00;15205;17
2063D22020C1;14:26:00;14:26:00;15203;18
2063D22020C1;14:29:00;14:29:00;15202;19
2063D22020C1;14:32:00;14:32:00;15200;20
2063D22020C1;14:37:00;14:37:00;15123;21
2063D22020C1;14:42:00;14:42:00;15122;22
2063D22021C1;11:58:00;11:58:00;15118;1
2063D22021C1;12:02:00;12:02:00;15119;2
2063D22021C1;12:05:00;12:05:00;15120;3
2063D22021C1;12:08:00;12:08:00;15121;4
2063D22021C1;12:13:00;12:13:00;15122;5
2063D22021C1;12:16:00;12:16:00;15123;6
2063D22021C1;12:19:00;12:19:00;15200;7
2063D22021C1;12:21:00;12:21:00;15202;8
2063D22021C1;12:24:00;12:24:00;15203;9
2063D22021C1;12:28:00;12:28:00;15205;10
2063D22021C1;12:30:00;12:30:00;15206;11
2063D22021C1;12:33:00;12:33:00;15207;12
2063D22021C1;12:37:00;12:37:00;15208;13
2063D22021C1;12:39:00;12:39:00;15209;14
2063D22021C1;12:45:00;12:45:00;15218;15
2063D22021C1;12:48:00;12:48:00;15211;16
2063D22021C1;12:52:00;12:52:00;15217;17
2063D22021C1;12:55:00;12:55:00;15212;18
2063D22021C1;12:59:00;12:59:00;15300;19
2063D22021C1;13:02:00;13:02:00;15301;20
2063D22021C1;13:05:00;13:05:00;15305;21
2063D22021C1;13:08:00;13:08:00;15302;22
2063D22021C1;13:10:00;13:10:00;15303;23
2063D22021C1;13:14:00;13:14:00;15400;24
2063D22021C1;13:18:00;13:18:00;15401;25
2063D22021C1;13:22:00;13:22:00;15410;26
2063D22023C1;13:10:00;13:10:00;15122;1
2063D22023C1;13:13:00;13:13:00;15123;2
2063D22023C1;13:16:00;13:16:00;15200;3
2063D22023C1;13:18:00;13:18:00;15202;4
2063D22023C1;13:21:00;13:21:00;15203;5
2063D22023C1;13:25:00;13:25:00;15205;6
2063D22023C1;13:27:00;13:27:00;15206;7
2063D22023C1;13:30:00;13:30:00;15207;8
2063D22023C1;13:34:00;13:34:00;15208;9
2063D22023C1;13:36:00;13:36:00;15209;10
2063D22023C1;13:42:00;13:42:00;15218;11
2063D22023C1;13:44:00;13:44:00;15211;12
2063D22023C1;13:48:00;13:48:00;15217;13
2063D22023C1;13:51:00;13:51:00;15212;14
2063D22023C1;13:55:00;13:55:00;15300;15
2063D22023C1;13:58:00;13:58:00;15301;16
2063D22023C1;14:01:00;14:01:00;15305;17
2063D22023C1;14:04:00;14:04:00;15302;18
2063D22023C1;14:06:00;14:06:00;15303;19
2063D22023C1;14:10:00;14:10:00;15400;20
2063D22023C1;14:14:00;14:14:00;15401;21
2063D22023C1;14:18:00;14:18:00;15410;22
2063D22024C1;14:30:00;14:30:00;15410;1
2063D22024C1;14:33:00;14:33:00;15401;2
2063D22024C1;14:36:00;14:36:00;15400;3
2063D22024C1;14:39:00;14:39:00;15303;4
2063D22024C1;14:42:00;14:42:00;15302;5
2063D22024C1;14:45:00;14:45:00;15305;6
2063D22024C1;14:48:00;14:48:00;15301;7
2063D22024C1;14:52:00;14:52:00;15300;8
2063D22024C1;14:56:00;14:56:00;15212;9
2063D22024C1;14:59:00;14:59:00;15217;10
2063D22024C1;15:02:00;15:02:00;15211;11
2063D22024C1;15:05:00;15:05:00;15218;12
2063D22024C1;15:11:00;15:11:00;15209;13
2063D22024C1;15:13:00;15:13:00;15208;14
2063D22024C1;15:17:00;15:17:00;15207;15
2063D22024C1;15:20:00;15:20:00;15206;16
2063D22024C1;15:22:00;15:22:00;15205;17
2063D22024C1;15:25:00;15:25:00;15203;18
2063D22024C1;15:28:00;15:28:00;15202;19
2063D22024C1;15:31:00;15:31:00;15200;20
2063D22024C1;15:36:00;15:36:00;15123;21
2063D22024C1;15:41:00;15:41:00;15122;22
2063D22024C1;15:46:00;15:46:00;15121;23
2063D22024C1;15:49:00;15:49:00;15120;24
2063D22024C1;15:51:00;15:51:00;15119;25
2063D22024C1;15:56:00;15:56:00;15118;26
2063D22025C1;13:58:00;13:58:00;15118;1
2063D22025C1;14:02:00;14:02:00;15119;2
2063D22025C1;14:05:00;14:05:00;15120;3
2063D22025C1;14:08:00;14:08:00;15121;4
2063D22025C1;14:13:00;14:13:00;15122;5
2063D22025C1;14:16:00;14:16:00;15123;6
2063D22025C1;14:19:00;14:19:00;15200;7
2063D22025C1;14:21:00;14:21:00;15202;8
2063D22025C1;14:24:00;14:24:00;15203;9
2063D22025C1;14:28:00;14:28:00;15205;10
2063D22025C1;14:30:00;14:30:00;15206;11
2063D22025C1;14:33:00;14:33:00;15207;12
2063D22025C1;14:37:00;14:37:00;15208;13
2063D22025C1;14:39:00;14:39:00;15209;14
2063D22025C1;14:42:00;14:42:00;15210;15
2063D22025C1;14:45:00;14:45:00;15218;16
2063D22025C1;14:47:00;14:47:00;15211;17
2063D22025C1;14:51:00;14:51:00;15217;18
2063D22025C1;14:54:00;14:54:00;15212;19
2063D22025C1;14:58:00;14:58:00;15300;20
2063D22025C1;15:01:00;15:01:00;15301;21
2063D22025C1;15:04:00;15:04:00;15305;22
2063D22025C1;15:07:00;15:07:00;15302;23
2063D22025C1;15:09:00;15:09:00;15303;24
2063D22025C1;15:13:00;15:13:00;15400;25
2063D22025C1;15:16:00;15:16:00;15401;26
2063D22025C1;15:20:00;15:20:00;15410;27
2063D22026C1;15:30:00;15:30:00;15410;1
2063D22026C1;15:33:00;15:33:00;15401;2
2063D22026C1;15:36:00;15:36:00;15400;3
2063D22026C1;15:39:00;15:39:00;15303;4
2063D22026C1;15:42:00;15:42:00;15302;5
2063D22026C1;15:45:00;15:45:00;15305;6
2063D22026C1;15:48:00;15:48:00;15301;7
2063D22026C1;15:52:00;15:52:00;15300;8
2063D22026C1;15:56:00;15:56:00;15212;9
2063D22026C1;15:59:00;15:59:00;15217;10
2063D22026C1;16:02:00;16:02:00;15211;11
2063D22026C1;16:05:00;16:05:00;15218;12
2063D22026C1;16:11:00;16:11:00;15209;13
2063D22026C1;16:13:00;16:13:00;15208;14
2063D22026C1;16:17:00;16:17:00;15207;15
2063D22026C1;16:20:00;16:20:00;15206;16
2063D22026C1;16:22:00;16:22:00;15205;17
2063D22026C1;16:25:00;16:25:00;15203;18
2063D22026C1;16:28:00;16:28:00;15202;19
2063D22026C1;16:31:00;16:31:00;15200;20
2063D22026C1;16:36:00;16:36:00;15123;21
2063D22026C1;16:41:00;16:41:00;15122;22
2063D22027C1;15:10:00;15:10:00;15122;1
2063D22027C1;15:13:00;15:13:00;15123;2
2063D22027C1;15:16:00;15:16:00;15200;3
2063D22027C1;15:18:00;15:18:00;15202;4
2063D22027C1;15:21:00;15:21:00;15203;5
2063D22027C1;15:25:00;15:25:00;15205;6
2063D22027C1;15:27:00;15:27:00;15206;7
2063D22027C1;15:30:00;15:30:00;15207;8
2063D22027C1;15:34:00;15:34:00;15208;9
2063D22027C1;15:36:00;15:36:00;15209;10
2063D22027C1;15:42:00;15:42:00;15218;11
2063D22027C1;15:44:00;15:44:00;15211;12
2063D22027C1;15:48:00;15:48:00;15217;13
2063D22027C1;15:51:00;15:51:00;15212;14
2063D22027C1;15:55:00;15:55:00;15300;15
2063D22027C1;15:58:00;15:58:00;15301;16
2063D22027C1;16:03:00;16:03:00;15302;17
2063D22027C1;16:06:00;16:06:00;15303;18
2063D22027C1;16:10:00;16:10:00;15400;19
2063D22027C1;16:14:00;16:14:00;15401;20
2063D22027C1;16:18:00;16:18:00;15410;21
2063D22030C1;16:30:00;16:30:00;15410;1
2063D22030C1;16:33:00;16:33:00;15401;2
2063D22030C1;16:36:00;16:36:00;15400;3
2063D22030C1;16:39:00;16:39:00;15303;4
2063D22030C1;16:42:00;16:42:00;15302;5
2063D22030C1;16:45:00;16:45:00;15305;6
2063D22030C1;16:48:00;16:48:00;15301;7
2063D22030C1;16:52:00;16:52:00;15300;8
2063D22030C1;16:56:00;16:56:00;15212;9
2063D22030C1;16:59:00;16:59:00;15217;10
2063D22030C1;17:02:00;17:02:00;15211;11
2063D22030C1;17:05:00;17:05:00;15218;12
2063D22030C1;17:11:00;17:11:00;15209;13
2063D22030C1;17:13:00;17:13:00;15208;14
2063D22030C1;17:17:00;17:17:00;15207;15
2063D22030C1;17:20:00;17:20:00;15206;16
2063D22030C1;17:22:00;17:22:00;15205;17
2063D22030C1;17:25:00;17:25:00;15203;18
2063D22030C1;17:28:00;17:28:00;15202;19
2063D22030C1;17:31:00;17:31:00;15200;20
2063D22030C1;17:36:00;17:36:00;15123;21
2063D22030C1;17:41:00;17:41:00;15122;22
2063D22031C1;16:10:00;16:10:00;15122;1
2063D22031C1;16:13:00;16:13:00;15123;2
2063D22031C1;16:16:00;16:16:00;15200;3
2063D22031C1;16:18:00;16:18:00;15202;4
2063D22031C1;16:21:00;16:21:00;15203;5
2063D22031C1;16:25:00;16:25:00;15205;6
2063D22031C1;16:27:00;16:27:00;15206;7
2063D22031C1;16:30:00;16:30:00;15207;8
2063D22031C1;16:34:00;16:34:00;15208;9
2063D22031C1;16:36:00;16:36:00;15209;10
2063D22031C1;16:42:00;16:42:00;15218;11
2063D22031C1;16:44:00;16:44:00;15211;12
2063D22031C1;16:48:00;16:48:00;15217;13
2063D22031C1;16:51:00;16:51:00;15212;14
2063D22031C1;16:55:00;16:55:00;15300;15
2063D22031C1;16:58:00;16:58:00;15301;16
2063D22031C1;17:01:00;17:01:00;15305;17
2063D22031C1;17:04:00;17:04:00;15302;18
2063D22031C1;17:06:00;17:06:00;15303;19
2063D22031C1;17:10:00;17:10:00;15400;20
2063D22031C1;17:14:00;17:14:00;15401;21
2063D22031C1;17:18:00;17:18:00;15410;22
2063D22034C1;17:30:00;17:30:00;15410;1
2063D22034C1;17:33:00;17:33:00;15401;2
2063D22034C1;17:36:00;17:36:00;15400;3
2063D22034C1;17:39:00;17:39:00;15303;4
2063D22034C1;17:42:00;17:42:00;15302;5
2063D22034C1;17:45:00;17:45:00;15305;6
2063D22034C1;17:48:00;17:48:00;15301;7
2063D22034C1;17:52:00;17:52:00;15300;8
2063D22034C1;17:56:00;17:56:00;15212;9
2063D22034C1;17:59:00;17:59:00;15217;10
2063D22034C1;18:02:00;18:02:00;15211;11
2063D22034C1;18:05:00;18:05:00;15218;12
2063D22034C1;18:08:00;18:08:00;15210;13
2063D22034C1;18:11:00;18:11:00;15209;14
2063D22034C1;18:13:00;18:13:00;15208;15
2063D22034C1;18:17:00;18:17:00;15207;16
2063D22034C1;18:20:00;18:20:00;15206;17
2063D22034C1;18:22:00;18:22:00;15205;18
2063D22034C1;18:25:00;18:25:00;15203;19
2063D22034C1;18:28:00;18:28:00;15202;20
2063D22034C1;18:31:00;18:31:00;15200;21
2063D22034C1;18:36:00;18:36:00;15123;22
2063D22034C1;18:41:00;18:41:00;15122;23
2063D22034C1;18:45:00;18:45:00;15121;24
2063D22034C1;18:48:00;18:48:00;15120;25
2063D22034C1;18:51:00;18:51:00;15119;26
2063D22034C1;18:56:00;18:56:00;15118;27
2063D22036C1;18:30:00;18:30:00;15410;1
2063D22036C1;18:33:00;18:33:00;15401;2
2063D22036C1;18:36:00;18:36:00;15400;3
2063D22036C1;18:39:00;18:39:00;15303;4
2063D22036C1;18:42:00;18:42:00;15302;5
2063D22036C1;18:48:00;18:48:00;15301;6
2063D22036C1;18:52:00;18:52:00;15300;7
2063D22036C1;18:56:00;18:56:00;15212;8
2063D22036C1;18:59:00;18:59:00;15217;9
2063D22036C1;19:02:00;19:02:00;15211;10
2063D22036C1;19:06:00;19:06:00;15218;11
2063D22036C1;19:09:00;19:09:00;15210;12
2063D22036C1;19:12:00;19:12:00;15209;13
2063D22036C1;19:14:00;19:14:00;15208;14
2063D22036C1;19:20:00;19:20:00;15207;15
2063D22036C1;19:26:00;19:26:00;15206;16
2063D22036C1;19:29:00;19:29:00;15205;17
2063D22036C1;19:32:00;19:32:00;15203;18
2063D22036C1;19:35:00;19:35:00;15202;19
2063D22036C1;19:38:00;19:38:00;15200;20
2063D22036C1;19:43:00;19:43:00;15123;21
2063D22036C1;19:48:00;19:48:00;15122;22
2063D22037C1;18:10:00;18:10:00;15122;1
2063D22037C1;18:13:00;18:13:00;15123;2
2063D22037C1;18:16:00;18:16:00;15200;3
2063D22037C1;18:18:00;18:18:00;15202;4
2063D22037C1;18:21:00;18:21:00;15203;5
2063D22037C1;18:25:00;18:25:00;15205;6
2063D22037C1;18:27:00;18:27:00;15206;7
2063D22037C1;18:30:00;18:30:00;15207;8
2063D22037C1;18:34:00;18:34:00;15208;9
2063D22037C1;18:36:00;18:36:00;15209;10
2063D22037C1;18:39:00;18:39:00;15210;11
2063D22037C1;18:42:00;18:42:00;15218;12
2063D22037C1;18:44:00;18:44:00;15211;13
2063D22037C1;18:48:00;18:48:00;15217;14
2063D22037C1;18:51:00;18:51:00;15212;15
2063D22037C1;18:55:00;18:55:00;15300;16
2063D22037C1;18:58:00;18:58:00;15301;17
2063D22037C1;19:01:00;19:01:00;15305;18
2063D22037C1;19:04:00;19:04:00;15302;19
2063D22037C1;19:07:00;19:07:00;15303;20
2063D22037C1;19:11:00;19:11:00;15400;21
2063D22037C1;19:15:00;19:15:00;15401;22
2063D22037C1;19:19:00;19:19:00;15410;23
2063D22040C1;19:30:00;19:30:00;15410;1
2063D22040C1;19:33:00;19:33:00;15401;2
2063D22040C1;19:36:00;19:36:00;15400;3
2063D22040C1;19:39:00;19:39:00;15303;4
2063D22040C1;19:42:00;19:42:00;15302;5
2063D22040C1;19:45:00;19:45:00;15305;6
2063D22040C1;19:48:00;19:48:00;15301;7
2063D22040C1;19:52:00;19:52:00;15300;8
2063D22040C1;19:56:00;19:56:00;15212;9
2063D22040C1;19:59:00;19:59:00;15217;10
2063D22040C1;20:02:00;20:02:00;15211;11
2063D22040C1;20:05:00;20:05:00;15218;12
2063D22040C1;20:11:00;20:11:00;15209;13
2063D22040C1;20:13:00;20:13:00;15208;14
2063D22040C1;20:17:00;20:17:00;15207;15
2063D22040C1;20:20:00;20:20:00;15206;16
