trip_id;route_id;service_id
2077D22027C1;20T0002C1;2077D
2077D22031C1;20T0002C1;2077D
2077D22037C1;20T0002C1;2077D
2077D22041C1;20T0002C1;2077D
2077D22043C1;20T0002C1;2077D
2077D22047C1;20T0002C1;2077D
2077D22049C1;20T0002C1;2077D
2077D22051C1;20T0002C1;2077D
2077D22101C1;20T0002C1;2077D
2077D22105C1;20T0002C1;2077D
2077D22111C1;20T0002C1;2077D
2077D22139C1;20T0002C1;2077D
2077D33173C1;20T0002C1;2077D
2077D35033C1;20T0002C1;2077D
2078L22001C1;20T0002C1;2078L
2078L22003C1;20T0002C1;2078L
2078L22005C1;20T0002C1;2078L
2078L22007C1;20T0002C1;2078L
2078L22009C1;20T0002C1;2078L
2078L22011C1;20T0002C1;2078L
2078L22013C1;20T0002C1;2078L
2078L22015C1;20T0002C1;2078L
2078L22017C1;20T0002C1;2078L
2078L22019C1;20T0002C1;2078L
2078L22021C1;20T0002C1;2078L
2078L22023C1;20T0002C1;2078L
2078L22025C1;20T0002C1;2078L
2078L22027C1;20T0002C1;2078L
2078L22029C1;20T0002C1;2078L
2078L22031C1;20T0002C1;2078L
2078L22037C1;20T0002C1;2078L
2078L22039C1;20T0002C1;2078L
2078L22041C1;20T0002C1;2078L
2078L22043C1;20T0002C1;2078L
2078L22045C1;20T0002C1;2078L
2078L22047C1;20T0002C1;2078L
2078L22049C1;20T0002C1;2078L
2078L22051C1;20T0002C1;2078L
2078L22101C1;20T0002C1;2078L
2078L22103C1;20T0002C1;2078L
2078L22105C1;20T0002C1;2078L
2078L22107C1;20T0002C1;2078L
2078L22109C1;20T0002C1;2078L
2078L22111C1;20T0002C1;2078L
2078L22113C1;20T0002C1;2078L
2078L22115C1;20T0002C1;2078L
2078L22117C1;20T0002C1;2078L
2078L22119C1;20T0002C1;2078L
2078L22123C1;20T0002C1;2078L
2078L22125C1;20T0002C1;2078L
2078L22127C1;20T0002C1;2078L
2078L22131C1;20T0002C1;2078L
2078L22135C1;20T0002C1;2078L
2078L22137C1;20T0002C1;2078L
2078L22139C1;20T0002C1;2078L
2078L33101C1;20T0002C1;2078L
2078L35033C1;20T0002C1;2078L
2078L35133C1;20T0002C1;2078L
2079M22001C1;20T0002C1;2079M
2079M22003C1;20T0002C1;2079M
2079M22005C1;20T0002C1;2079M
2079M22007C1;20T0002C1;2079M
2079M22009C1;20T0002C1;2079M
2079M22011C1;20T0002C1;2079M
2079M22013C1;20T0002C1;2079M
2079M22015C1;20T0002C1;2079M
2079M22017C1;20T0002C1;2079M
2079M22019C1;20T0002C1;2079M
2079M22021C1;20T0002C1;2079M
2079M22023C1;20T0002C1;2079M
2079M22025C1;20T0002C1;2079M
2079M22027C1;20T0002C1;2079M
2079M22029C1;20T0002C1;2079M
2079M22031C1;20T0002C1;2079M
2079M22037C1;20T0002C1;2079M
2079M22039C1;20T0002C1;2079M
2079M22041C1;20T0002C1;2079M
2079M22043C1;20T0002C1;2079M
2079M22045C1;20T0002C1;2079M
2079M22047C1;20T0002C1;2079M
2079M22049C1;20T0002C1;2079M
2079M22051C1;20T0002C1;2079M
2079M22101C1;20T0002C1;2079M
2079M22103C1;20T0002C1;2079M
2079M22105C1;20T0002C1;2079M
2079M22107C1;20T0002C1;2079M
2079M22109C1;20T0002C1;2079M
2079M22111C1;20T0002C1;2079M
2079M22113C1;20T0002C1;2079M
2079M22115C1;20T0002C1;2079M
2079M22117C1;20T0002C1;2079M
2079M22119C1;20T0002C1;2079M
2079M22123C1;20T0002C1;2079M
2079M22125C1;20T0002C1;2079M
2079M22127C1;20T0002C1;2079M
2079M22131C1;20T0002C1;2079M
2079M22135C1;20T0002C1;2079M
2079M22137C1;20T0002C1;2079M
2079M22139C1;20T0002C1;2079M
2079M33101C1;20T0002C1;2079M
2079M35033C1;20T0002C1;2079M
2079M35133C1;20T0002C1;2079M
2080X22001C1;20T0002C1;2080X
2080X22003C1;20T0002C1;2080X
2080X22005C1;20T0002C1;2080X
2080X22007C1;20T0002C1;2080X
2080X22009C1;20T0002C1;2080X
2080X22011C1;20T0002C1;2080X
2080X22013C1;20T0002C1;2080X
2080X22015C1;20T0002C1;2080X
2080X22017C1;20T0002C1;2080X
2080X22019C1;20T0002C1;2080X
2080X22021C1;20T0002C1;2080X
2080X22023C1;20T0002C1;2080X
2080X22025C1;20T0002C1;2080X
2080X22027C1;20T0002C1;2080X
2080X22029C1;20T0002C1;2080X
2080X22031C1;20T0002C1;2080X
2080X22037C1;20T0002C1;2080X
2080X22039C1;20T0002C1;2080X
2080X22041C1;20T0002C1;2080X
2080X22043C1;20T0002C1;2080X
2080X22045C1;20T0002C1;2080X
2080X22047C1;20T0002C1;2080X
2080X22049C1;20T0002C1;2080X
2080X22051C1;20T0002C1;2080X
2080X22101C1;20T0002C1;2080X
2080X22103C1;20T0002C1;2080X
2080X22105C1;20T0002C1;2080X
2080X22107C1;20T0002C1;2080X
2080X22109C1;20T0002C1;2080X
2080X22111C1;20T0002C1;2080X
2080X22113C1;20T0002C1;2080X
2080X22115C1;20T0002C1;2080X
2080X22117C1;20T0002C1;2080X
2080X22119C1;20T0002C1;2080X
2080X22123C1;20T0002C1;2080X
2080X22125C1;20T0002C1;2080X
2080X22127C1;20T0002C1;2080X
2080X22131C1;20T0002C1;2080X
2080X22135C1;20T0002C1;2080X
2080X22137C1;20T0002C1;2080X
2080X22139C1;20T0002C1;2080X
2080X33101C1;20T0002C1;2080X
2080X35033C1;20T0002C1;2080X
2080X35133C1;20T0002C1;2080X
2081J22001C1;20T0002C1;2081J
2081J22003C1;20T0002C1;2081J
2081J22005C1;20T0002C1;2081J
2081J22007C1;20T0002C1;2081J
2081J22009C1;20T0002C1;2081J
2081J22011C1;20T0002C1;2081J
2081J22013C1;20T0002C1;2081J
2081J22015C1;20T0002C1;2081J
2081J22017C1;20T0002C1;2081J
2081J22019C1;20T0002C1;2081J
2081J22021C1;20T0002C1;2081J
2081J22023C1;20T0002C1;2081J
2081J22025C1;20T0002C1;2081J
2081J22027C1;20T0002C1;2081J
2081J22029C1;20T0002C1;2081J
2081J22031C1;20T0002C1;2081J
2081J22037C1;20T0002C1;2081J
2081J22039C1;20T0002C1;2081J
2081J22041C1;20T0002C1;2081J
2081J22043C1;20T0002C1;2081J
2081J22045C1;20T0002C1;2081J
2081J22047C1;20T0002C1;2081J
2081J22049C1;20T0002C1;2081J
2081J22051C1;20T0002C1;2081J
2081J22101C1;20T0002C1;2081J
2081J22103C1;20T0002C1;2081J
2081J22105C1;20T0002C1;2081J
2081J22107C1;20T0002C1;2081J
2081J22109C1;20T0002C1;2081J
2081J22111C1;20T0002C1;2081J
2081J22113C1;20T0002C1;2081J
2081J22115C1;20T0002C1;2081J
2081J22117C1;20T0002C1;2081J
2081J22119C1;20T0002C1;2081J
2081J22123C1;20T0002C1;2081J
2081J22125C1;20T0002C1;2081J
2081J22127C1;20T0002C1;2081J
2081J22131C1;20T0002C1;2081J
2081J22135C1;20T0002C1;2081J
2081J22137C1;20T0002C1;2081J
2081J22139C1;20T0002C1;2081J
2081J33101C1;20T0002C1;2081J
2081J35033C1;20T0002C1;2081J
2081J35133C1;20T0002C1;2081J
2082V22001C1;20T0002C1;2082V
2082V22003C1;20T0002C1;2082V
2082V22005C1;20T0002C1;2082V
2082V22007C1;20T0002C1;2082V
2082V22009C1;20T0002C1;2082V
2082V22011C1;20T0002C1;2082V
2082V22013C1;20T0002C1;2082V
2082V22015C1;20T0002C1;2082V
2082V22017C1;20T0002C1;2082V
2082V22019C1;20T0002C1;2082V
2082V22021C1;20T0002C1;2082V
2082V22023C1;20T0002C1;2082V
2082V22025C1;20T0002C1;2082V
2082V22027C1;20T0002C1;2082V
2082V22029C1;20T0002C1;2082V
2082V22031C1;20T0002C1;2082V
2082V22037C1;20T0002C1;2082V
2082V22039C1;20T0002C1;2082V
2082V22041C1;20T0002C1;2082V
2082V22043C1;20T0002C1;2082V
2082V22045C1;20T0002C1;2082V
2082V22047C1;20T0002C1;2082V
2082V22049C1;20T0002C1;2082V
2082V22051C1;20T0002C1;2082V
2082V22101C1;20T0002C1;2082V
2082V22103C1;20T0002C1;2082V
2082V22105C1;20T0002C1;2082V
2082V22107C1;20T0002C1;2082V
2082V22109C1;20T0002C1;2082V
2082V22111C1;20T0002C1;2082V
2082V22113C1;20T0002C1;2082V
2082V22115C1;20T0002C1;2082V
2082V22117C1;20T0002C1;2082V
2082V22119C1;20T0002C1;2082V
2082V22123C1;20T0002C1;2082V
2082V22125C1;20T0002C1;2082V
2082V22127C1;20T0002C1;2082V
2082V22131C1;20T0002C1;2082V
2082V22135C1;20T0002C1;2082V
2082V22137C1;20T0002C1;2082V
2082V22139C1;20T0002C1;2082V
2082V33101C1;20T0002C1;2082V
2082V35033C1;20T0002C1;2082V
2082V35133C1;20T0002C1;2082V
2083S22003C1;20T0002C1;2083S
2083S22007C1;20T0002C1;2083S
2083S22011C1;20T0002C1;2083S
2083S22015C1;20T0002C1;2083S
2083S22017C1;20T0002C1;2083S
2083S22021C1;20T0002C1;2083S
2083S22023C1;20T0002C1;2083S
2083S22025C1;20T0002C1;2083S
2083S22027C1;20T0002C1;2083S
2083S22031C1;20T0002C1;2083S
2083S22037C1;20T0002C1;2083S
2083S22041C1;20T0002C1;2083S
2083S22043C1;20T0002C1;2083S
2083S22047C1;20T0002C1;2083S
2083S22049C1;20T0002C1;2083S
2083S22051C1;20T0002C1;2083S
2083S22101C1;20T0002C1;2083S
2083S22105C1;20T0002C1;2083S
2083S22111C1;20T0002C1;2083S
2083S22139C1;20T0002C1;2083S
2083S33173C1;20T0002C1;2083S
2083S35033C1;20T0002C1;2083S
2084D22003C1;20T0002C1;2084D
2084D22007C1;20T0002C1;2084D
2084D22011C1;20T0002C1;2084D
2084D22015C1;20T0002C1;2084D
2084D22017C1;20T0002C1;2084D
2084D22021C1;20T0002C1;2084D
2084D22023C1;20T0002C1;2084D
2084D22025C1;20T0002C1;2084D
2084D22027C1;20T0002C1;2084D
2084D22031C1;20T0002C1;2084D
2084D22037C1;20T0002C1;2084D
2084D22041C1;20T0002C1;2084D
2084D22043C1;20T0002C1;2084D
2084D22047C1;20T0002C1;2084D
2084D22049C1;20T0002C1;2084D
2084D22051C1;20T0002C1;2084D
2084D22101C1;20T0002C1;2084D
2084D22105C1;20T0002C1;2084D
2084D22111C1;20T0002C1;2084D
2084D22139C1;20T0002C1;2084D
2084D33173C1;20T0002C1;2084D
2084D35033C1;20T0002C1;2084D
2085L22001C1;20T0002C1;2085L
2085L22003C1;20T0002C1;2085L
2085L22005C1;20T0002C1;2085L
2085L22007C1;20T0002C1;2085L
2085L22009C1;20T0002C1;2085L
2085L22011C1;20T0002C1;2085L
2085L22013C1;20T0002C1;2085L
2085L22015C1;20T0002C1;2085L
2085L22017C1;20T0002C1;2085L
2085L22019C1;20T0002C1;2085L
2085L22021C1;20T0002C1;2085L
2085L22023C1;20T0002C1;2085L
2085L22025C1;20T0002C1;2085L
2085L22027C1;20T0002C1;2085L
2085L22029C1;20T0002C1;2085L
2085L22031C1;20T0002C1;2085L
2085L22037C1;20T0002C1;2085L
2085L22039C1;20T0002C1;2085L
2085L22041C1;20T0002C1;2085L
2085L22043C1;20T0002C1;2085L
2085L22045C1;20T0002C1;2085L
2085L22047C1;20T0002C1;2085L
2085L22049C1;20T0002C1;2085L
2085L22051C1;20T0002C1;2085L
2085L22101C1;20T0002C1;2085L
2085L22103C1;20T0002C1;2085L
2085L22105C1;20T0002C1;2085L
2085L22107C1;20T0002C1;2085L
2085L22109C1;20T0002C1;2085L
2085L22111C1;20T0002C1;2085L
2085L22113C1;20T0002C1;2085L
2085L22115C1;20T0002C1;2085L
2085L22117C1;20T0002C1;2085L
2085L22119C1;20T0002C1;2085L
2085L22123C1;20T0002C1;2085L
2085L22125C1;20T0002C1;2085L
2085L22127C1;20T0002C1;2085L
2085L22131C1;20T0002C1;2085L
2085L22135C1;20T0002C1;2085L
2085L22137C1;20T0002C1;2085L
2085L22139C1;20T0002C1;2085L
2085L33101C1;20T0002C1;2085L
2085L35033C1;20T0002C1;2085L
2085L35133C1;20T0002C1;2085L
2086M22001C1;20T0002C1;2086M
2086M22003C1;20T0002C1;2086M
2086M22005C1;20T0002C1;2086M
2086M22007C1;20T0002C1;2086M
2086M22009C1;20T0002C1;2086M
2086M22011C1;20T0002C1;2086M
2086M22013C1;20T0002C1;2086M
2086M22015C1;20T0002C1;2086M
2086M22017C1;20T0002C1;2086M
2086M22019C1;20T0002C1;2086M
2086M22021C1;20T0002C1;2086M
2086M22023C1;20T0002C1;2086M
2086M22025C1;20T0002C1;2086M
2086M22027C1;20T0002C1;2086M
2086M22029C1;20T0002C1;2086M
2086M22031C1;20T0002C1;2086M
2086M22037C1;20T0002C1;2086M
2086M22039C1;20T0002C1;2086M
2086M22041C1;20T0002C1;2086M
2086M22043C1;20T0002C1;2086M
2086M22045C1;20T0002C1;2086M
2086M22047C1;20T0002C1;2086M
2086M22049C1;20T0002C1;2086M
2086M22051C1;20T0002C1;2086M
2086M22101C1;20T0002C1;2086M
2086M22103C1;20T0002C1;2086M
2086M22105C1;20T0002C1;2086M
2086M22107C1;20T0002C1;2086M
2086M22109C1;20T0002C1;2086M
2086M22111C1;20T0002C1;2086M
2086M22113C1;20T0002C1;2086M
2086M22115C1;20T0002C1;2086M
2086M22117C1;20T0002C1;2086M
2086M22119C1;20T0002C1;2086M
2086M22123C1;20T0002C1;2086M
2086M22125C1;20T0002C1;2086M
2086M22127C1;20T0002C1;2086M
2086M22131C1;20T0002C1;2086M
2086M22135C1;20T0002C1;2086M
2086M22137C1;20T0002C1;2086M
2086M22139C1;20T0002C1;2086M
2086M33101C1;20T0002C1;2086M
2086M35033C1;20T0002C1;2086M
2086M35133C1;20T0002C1;2086M
2087X22001C1;20T0002C1;2087X
2087X22003C1;20T0002C1;2087X
2087X22005C1;20T0002C1;2087X
2087X22007C1;20T0002C1;2087X
2087X22009C1;20T0002C1;2087X
2087X22011C1;20T0002C1;2087X
2087X22013C1;20T0002C1;2087X
2087X22015C1;20T0002C1;2087X
2087X22017C1;20T0002C1;2087X
2087X22019C1;20T0002C1;2087X
2087X22021C1;20T0002C1;2087X
2087X22023C1;20T0002C1;2087X
2087X22025C1;20T0002C1;2087X
2087X22027C1;20T0002C1;2087X
2087X22029C1;20T0002C1;2087X
2087X22031C1;20T0002C1;2087X
2087X22037C1;20T0002C1;2087X
2087X22039C1;20T0002C1;2087X
2087X22041C1;20T0002C1;2087X
2087X22043C1;20T0002C1;2087X
2087X22045C1;20T0002C1;2087X
2087X22047C1;20T0002C1;2087X
2087X22049C1;20T0002C1;2087X
2087X22051C1;20T0002C1;2087X
2087X22101C1;20T0002C1;2087X
2087X22103C1;20T0002C1;2087X
2087X22105C1;20T0002C1;2087X
2087X22107C1;20T0002C1;2087X
2087X22109C1;20T0002C1;2087X
2087X22111C1;20T0002C1;2087X
2087X22113C1;20T0002C1;2087X
2087X22115C1;20T0002C1;2087X
2087X22117C1;20T0002C1;2087X
2087X22119C1;20T0002C1;2087X
2087X22123C1;20T0002C1;2087X
2087X22125C1;20T0002C1;2087X
2087X22127C1;20T0002C1;2087X
2087X22131C1;20T0002C1;2087X
2087X22135C1;20T0002C1;2087X
2087X22137C1;20T0002C1;2087X
2087X22139C1;20T0002C1;2087X
2087X33101C1;20T0002C1;2087X
2087X35033C1;20T0002C1;2087X
2087X35133C1;20T0002C1;2087X
2088J22001C1;20T0002C1;2088J
2088J22003C1;20T0002C1;2088J
2088J22005C1;20T0002C1;2088J
2088J22007C1;20T0002C1;2088J
2088J22009C1;20T0002C1;2088J
2088J22011C1;20T0002C1;2088J
2088J22013C1;20T0002C1;2088J
2088J22015C1;20T0002C1;2088J
2088J22017C1;20T0002C1;2088J
2088J22019C1;20T0002C1;2088J
2088J22021C1;20T0002C1;2088J
2088J22023C1;20T0002C1;2088J
2088J22025C1;20T0002C1;2088J
2088J22027C1;20T0002C1;2088J
2088J22029C1;20T0002C1;2088J
2088J22031C1;20T0002C1;2088J
2088J22037C1;20T0002C1;2088J
2088J22039C1;20T0002C1;2088J
2088J22041C1;20T0002C1;2088J
2088J22043C1;20T0002C1;2088J
2088J22045C1;20T0002C1;2088J
2088J22047C1;20T0002C1;2088J
2088J22049C1;20T0002C1;2088J
2088J22051C1;20T0002C1;2088J
2088J22101C1;20T0002C1;2088J
2088J22103C1;20T0002C1;2088J
2088J22105C1;20T0002C1;2088J
2088J22107C1;20T0002C1;2088J
2088J22109C1;20T0002C1;2088J
2088J22111C1;20T0002C1;2088J
2088J22113C1;20T0002C1;2088J
2088J22115C1;20T0002C1;2088J
2088J22117C1;20T0002C1;2088J
2088J22119C1;20T0002C1;2088J
2088J22123C1;20T0002C1;2088J
2088J22125C1;20T0002C1;2088J
2088J22127C1;20T0002C1;2088J
2088J22131C1;20T0002C1;2088J
2088J22135C1;20T0002C1;2088J
2088J22137C1;20T0002C1;2088J
2088J22139C1;20T0002C1;2088J
2088J33101C1;20T0002C1;2088J
2088J35033C1;20T0002C1;2088J
2088J35133C1;20T0002C1;2088J
2089V22001C1;20T0002C1;2089V
2089V22003C1;20T0002C1;2089V
2089V22005C1;20T0002C1;2089V
2089V22007C1;20T0002C1;2089V
2089V22009C1;20T0002C1;2089V
2089V22011C1;20T0002C1;2089V
2089V22013C1;20T0002C1;2089V
2089V22015C1;20T0002C1;2089V
2089V22017C1;20T0002C1;2089V
2089V22019C1;20T0002C1;2089V
2089V22021C1;20T0002C1;2089V
2089V22023C1;20T0002C1;2089V
2089V22025C1;20T0002C1;2089V
2089V22027C1;20T0002C1;2089V
2089V22029C1;20T0002C1;2089V
2089V22031C1;20T0002C1;2089V
2089V22037C1;20T0002C1;2089V
2089V22039C1;20T0002C1;2089V
2089V22041C1;20T0002C1;2089V
2089V22043C1;20T0002C1;2089V
2089V22045C1;20T0002C1;2089V
2089V22047C1;20T0002C1;2089V
2089V22049C1;20T0002C1;2089V
2089V22051C1;20T0002C1;2089V
2089V22101C1;20T0002C1;2089V
2089V22103C1;20T0002C1;2089V
2089V22105C1;20T0002C1;2089V
2089V22107C1;20T0002C1;2089V
2089V22109C1;20T0002C1;2089V
2089V22111C1;20T0002C1;2089V
2089V22113C1;20T0002C1;2089V
2089V22115C1;20T0002C1;2089V
2089V22117C1;20T0002C1;2089V
2089V22119C1;20T0002C1;2089V
2089V22123C1;20T0002C1;2089V
2089V22125C1;20T0002C1;2089V
2089V22127C1;20T0002C1;2089V
2089V22131C1;20T0002C1;2089V
2089V22135C1;20T0002C1;2089V
2089V22137C1;20T0002C1;2089V
2089V22139C1;20T0002C1;2089V
2089V33101C1;20T0002C1;2089V
2089V35033C1;20T0002C1;2089V
2089V35133C1;20T0002C1;2089V
2090S22003C1;20T0002C1;2090S
2090S22007C1;20T0002C1;2090S
2090S22011C1;20T0002C1;2090S
2090S22015C1;20T0002C1;2090S
2090S22017C1;20T0002C1;2090S
2090S22021C1;20T0002C1;2090S
2090S22023C1;20T0002C1;2090S
2090S22025C1;20T0002C1;2090S
2090S22027C1;20T0002C1;2090S
2090S22031C1;20T0002C1;2090S
2090S22037C1;20T0002C1;2090S
2090S22041C1;20T0002C1;2090S
2090S22043C1;20T0002C1;2090S
2090S22047C1;20T0002C1;2090S
2090S22049C1;20T0002C1;2090S
2090S22051C1;20T0002C1;2090S
2090S22101C1;20T0002C1;2090S
2090S22105C1;20T0002C1;2090S
2090S22111C1;20T0002C1;2090S
2090S33173C1;20T0002C1;2090S
2090S35033C1;20T0002C1;2090S
2090S82139C1;20T0002C1;2090S
2091D22003C1;20T0002C1;2091D
2091D22007C1;20T0002C1;2091D
2091D22011C1;20T0002C1;2091D
2091D22015C1;20T0002C1;2091D
2091D22017C1;20T0002C1;2091D
2091D22021C1;20T0002C1;2091D
2091D22023C1;20T0002C1;2091D
2091D22025C1;20T0002C1;2091D
2091D22027C1;20T0002C1;2091D
2091D22031C1;20T0002C1;2091D
2091D22037C1;20T0002C1;2091D
2091D22041C1;20T0002C1;2091D
2091D22043C1;20T0002C1;2091D
2091D22047C1;20T0002C1;2091D
2091D22049C1;20T0002C1;2091D
2091D22051C1;20T0002C1;2091D
2091D22101C1;20T0002C1;2091D
2091D22105C1;20T0002C1;2091D
2091D22111C1;20T0002C1;2091D
2091D33173C1;20T0002C1;2091D
2091D35033C1;20T0002C1;2091D
2091D82139C1;20T0002C1;2091D
2092L22001C1;20T0002C1;2092L
2092L22003C1;20T0002C1;2092L
2092L22005C1;20T0002C1;2092L
2092L22007C1;20T0002C1;2092L
2092L22009C1;20T0002C1;2092L
2092L22011C1;20T0002C1;2092L
2092L22013C1;20T0002C1;2092L
2092L22015C1;20T0002C1;2092L
2092L22017C1;20T0002C1;2092L
2092L22019C1;20T0002C1;2092L
2092L22021C1;20T0002C1;2092L
2092L22023C1;20T0002C1;2092L
2092L22025C1;20T0002C1;2092L
2092L22027C1;20T0002C1;2092L
2092L22029C1;20T0002C1;2092L
2092L22031C1;20T0002C1;2092L
2092L22037C1;20T0002C1;2092L
2092L22039C1;20T0002C1;2092L
2092L22041C1;20T0002C1;2092L
2092L22043C1;20T0002C1;2092L
2092L22045C1;20T0002C1;2092L
2092L22047C1;20T0002C1;2092L
2092L22049C1;20T0002C1;2092L
2092L22051C1;20T0002C1;2092L
2092L22101C1;20T0002C1;2092L
2092L22103C1;20T0002C1;2092L
2092L22105C1;20T0002C1;2092L
2092L22107C1;20T0002C1;2092L
2092L22109C1;20T0002C1;2092L
2092L22111C1;20T0002C1;2092L
2092L22113C1;20T0002C1;2092L
2092L22115C1;20T0002C1;2092L
2092L22117C1;20T0002C1;2092L
2092L22119C1;20T0002C1;2092L
2092L22123C1;20T0002C1;2092L
2092L22125C1;20T0002C1;2092L
2092L22127C1;20T0002C1;2092L
2092L22131C1;20T0002C1;2092L
2092L22135C1;20T0002C1;2092L
2092L22137C1;20T0002C1;2092L
2092L22139C1;20T0002C1;2092L
2092L33101C1;20T0002C1;2092L
2092L35033C1;20T0002C1;2092L
2092L35133C1;20T0002C1;2092L
2093M22001C1;20T0002C1;2093M
2093M22003C1;20T0002C1;2093M
2093M22005C1;20T0002C1;2093M
2093M22007C1;20T0002C1;2093M
2093M22009C1;20T0002C1;2093M
2093M22011C1;20T0002C1;2093M
2093M22013C1;20T0002C1;2093M
2093M22015C1;20T0002C1;2093M
2093M22017C1;20T0002C1;2093M
2093M22019C1;20T0002C1;2093M
2093M22021C1;20T0002C1;2093M
2093M22023C1;20T0002C1;2093M
2093M22025C1;20T0002C1;2093M
2093M22027C1;20T0002C1;2093M
2093M22029C1;20T0002C1;2093M
2093M22031C1;20T0002C1;2093M
2093M22037C1;20T0002C1;2093M
2093M22039C1;20T0002C1;2093M
2093M22041C1;20T0002C1;2093M
2093M22043C1;20T0002C1;2093M
2093M22045C1;20T0002C1;2093M
2093M22047C1;20T0002C1;2093M
2093M22049C1;20T0002C1;2093M
2093M22051C1;20T0002C1;2093M
2093M22101C1;20T0002C1;2093M
2093M22103C1;20T0002C1;2093M
2093M22105C1;20T0002C1;2093M
2093M22107C1;20T0002C1;2093M
2093M22109C1;20T0002C1;2093M
2093M22111C1;20T0002C1;2093M
2093M22113C1;20T0002C1;2093M
2093M22115C1;20T0002C1;2093M
2093M22117C1;20T0002C1;2093M
2093M22119C1;20T0002C1;2093M
2093M22123C1;20T0002C1;2093M
2093M22125C1;20T0002C1;2093M
2093M22127C1;20T0002C1;2093M
2093M22131C1;20T0002C1;2093M
2093M22135C1;20T0002C1;2093M
2093M22137C1;20T0002C1;2093M
2093M22139C1;20T0002C1;2093M
2093M33101C1;20T0002C1;2093M
2093M35033C1;20T0002C1;2093M
2093M35133C1;20T0002C1;2093M
2063D22206C2;20T0003C2;2063D
2063D22208C2;20T0003C2;2063D
2063D22216C2;20T0003C2;2063D
2063D22224C2;20T0003C2;2063D
2063D22226C2;20T0003C2;2063D
2063D22312C2;20T0003C2;2063D
2063D22316C2;20T0003C2;2063D
2063D22320C2;20T0003C2;2063D
2063D22326C2;20T0003C2;2063D
2063D22330C2;20T0003C2;2063D
2063D22334C2;20T0003C2;2063D
2063D22342C2;20T0003C2;2063D
2063D22346C2;20T0003C2;2063D
2063D22350C2;20T0003C2;2063D
2063D22354C2;20T0003C2;2063D
2064L22200C2;20T0003C2;2064L
2064L22202C2;20T0003C2;2064L
2064L22204C2;20T0003C2;2064L
2064L22302C2;20T0003C2;2064L
2064L22306C2;20T0003C2;2064L
2064L22312C2;20T0003C2;2064L
2064L22316C2;20T0003C2;2064L
2064L22320C2;20T0003C2;2064L
2064L22326C2;20T0003C2;2064L
2064L22330C2;20T0003C2;2064L
2064L22334C2;20T0003C2;2064L
2064L22342C2;20T0003C2;2064L
2064L22344C2;20T0003C2;2064L
2064L22346C2;20T0003C2;2064L
2064L22350C2;20T0003C2;2064L
2064L22354C2;20T0003C2;2064L
2064L22364C2;20T0003C2;2064L
2064L22366C2;20T0003C2;2064L
2064L22368C2;20T0003C2;2064L
2065M22200C2;20T0003C2;2065M
2065M22202C2;20T0003C2;2065M
2065M22204C2;20T0003C2;2065M
2065M22302C2;20T0003C2;2065M
2065M22306C2;20T0003C2;2065M
2065M22312C2;20T0003C2;2065M
2065M22316C2;20T0003C2;2065M
2065M22320C2;20T0003C2;2065M
2065M22326C2;20T0003C2;2065M
2065M22330C2;20T0003C2;2065M
2065M22334C2;20T0003C2;2065M
2065M22342C2;20T0003C2;2065M
2065M22344C2;20T0003C2;2065M
2065M22346C2;20T0003C2;2065M
2065M22350C2;20T0003C2;2065M
2065M22354C2;20T0003C2;2065M
2065M22364C2;20T0003C2;2065M
2065M22366C2;20T0003C2;2065M
2065M22368C2;20T0003C2;2065M
2066X22200C2;20T0003C2;2066X
2066X22202C2;20T0003C2;2066X
2066X22204C2;20T0003C2;2066X
2066X22302C2;20T0003C2;2066X
2066X22306C2;20T0003C2;2066X
2066X22312C2;20T0003C2;2066X
2066X22316C2;20T0003C2;2066X
2066X22320C2;20T0003C2;2066X
2066X22326C2;20T0003C2;2066X
2066X22330C2;20T0003C2;2066X
2066X22334C2;20T0003C2;2066X
2066X22342C2;20T0003C2;2066X
2066X22344C2;20T0003C2;2066X
2066X22346C2;20T0003C2;2066X
2066X22350C2;20T0003C2;2066X
2066X22354C2;20T0003C2;2066X
2066X22364C2;20T0003C2;2066X
2066X22366C2;20T0003C2;2066X
2066X22368C2;20T0003C2;2066X
2067J22200C2;20T0003C2;2067J
2067J22202C2;20T0003C2;2067J
2067J22204C2;20T0003C2;2067J
2067J22302C2;20T0003C2;2067J
2067J22306C2;20T0003C2;2067J
2067J22312C2;20T0003C2;2067J
2067J22316C2;20T0003C2;2067J
2067J22320C2;20T0003C2;2067J
2067J22326C2;20T0003C2;2067J
2067J22330C2;20T0003C2;2067J
2067J22334C2;20T0003C2;2067J
2067J22342C2;20T0003C2;2067J
2067J22344C2;20T0003C2;2067J
2067J22346C2;20T0003C2;2067J
2067J22350C2;20T0003C2;2067J
2067J22354C2;20T0003C2;2067J
2067J22364C2;20T0003C2;2067J
2067J22366C2;20T0003C2;2067J
2067J22368C2;20T0003C2;2067J
2068V22200C2;20T0003C2;2068V
2068V22202C2;20T0003C2;2068V
2068V22204C2;20T0003C2;2068V
2068V22302C2;20T0003C2;2068V
2068V22306C2;20T0003C2;2068V
2068V22312C2;20T0003C2;2068V
2068V22316C2;20T0003C2;2068V
2068V22320C2;20T0003C2;2068V
2068V22326C2;20T0003C2;2068V
2068V22330C2;20T0003C2;2068V
2068V22334C2;20T0003C2;2068V
2068V22342C2;20T0003C2;2068V
2068V22344C2;20T0003C2;2068V
2068V22346C2;20T0003C2;2068V
2068V22350C2;20T0003C2;2068V
