trip_id;route_id;service_id
2073X22003C1;20T0002C1;2073X
2073X22005C1;20T0002C1;2073X
2073X22007C1;20T0002C1;2073X
2073X22009C1;20T0002C1;2073X
2073X22011C1;20T0002C1;2073X
2073X22013C1;20T0002C1;2073X
2073X22015C1;20T0002C1;2073X
2073X22017C1;20T0002C1;2073X
2073X22019C1;20T0002C1;2073X
2073X22021C1;20T0002C1;2073X
2073X22023C1;20T0002C1;2073X
2073X22025C1;20T0002C1;2073X
2073X22027C1;20T0002C1;2073X
2073X22029C1;20T0002C1;2073X
2073X22031C1;20T0002C1;2073X
2073X22037C1;20T0002C1;2073X
2073X22039C1;20T0002C1;2073X
2073X22041C1;20T0002C1;2073X
2073X22043C1;20T0002C1;2073X
2073X22045C1;20T0002C1;2073X
2073X22047C1;20T0002C1;2073X
2073X22049C1;20T0002C1;2073X
2073X22051C1;20T0002C1;2073X
2073X22101C1;20T0002C1;2073X
2073X22103C1;20T0002C1;2073X
2073X22105C1;20T0002C1;2073X
2073X22107C1;20T0002C1;2073X
2073X22109C1;20T0002C1;2073X
2073X22111C1;20T0002C1;2073X
2073X22113C1;20T0002C1;2073X
2073X22115C1;20T0002C1;2073X
2073X22117C1;20T0002C1;2073X
2073X22119C1;20T0002C1;2073X
2073X22123C1;20T0002C1;2073X
2073X22125C1;20T0002C1;2073X
2073X22127C1;20T0002C1;2073X
2073X22131C1;20T0002C1;2073X
2073X22135C1;20T0002C1;2073X
2073X22137C1;20T0002C1;2073X
2073X22139C1;20T0002C1;2073X
2073X33101C1;20T0002C1;2073X
2073X35033C1;20T0002C1;2073X
2073X35133C1;20T0002C1;2073X
2074J22001C1;20T0002C1;2074J
2074J22003C1;20T0002C1;2074J
2074J22005C1;20T0002C1;2074J
2074J22007C1;20T0002C1;2074J
2074J22009C1;20T0002C1;2074J
2074J22011C1;20T0002C1;2074J
2074J22013C1;20T0002C1;2074J
2074J22015C1;20T0002C1;2074J
2074J22017C1;20T0002C1;2074J
2074J22019C1;20T0002C1;2074J
2074J22021C1;20T0002C1;2074J
2074J22023C1;20T0002C1;2074J
2074J22025C1;20T0002C1;2074J
2074J22027C1;20T0002C1;2074J
2074J22029C1;20T0002C1;2074J
2074J22031C1;20T0002C1;2074J
2074J22037C1;20T0002C1;2074J
2074J22039C1;20T0002C1;2074J
2074J22041C1;20T0002C1;2074J
2074J22043C1;20T0002C1;2074J
2074J22045C1;20T0002C1;2074J
2074J22047C1;20T0002C1;2074J
2074J22049C1;20T0002C1;2074J
2074J22051C1;20T0002C1;2074J
2074J22101C1;20T0002C1;2074J
2074J22103C1;20T0002C1;2074J
2074J22105C1;20T0002C1;2074J
2074J22107C1;20T0002C1;2074J
2074J22109C1;20T0002C1;2074J
2074J22111C1;20T0002C1;2074J
2074J22113C1;20T0002C1;2074J
2074J22115C1;20T0002C1;2074J
2074J22117C1;20T0002C1;2074J
2074J22119C1;20T0002C1;2074J
2074J22123C1;20T0002C1;2074J
2074J22125C1;20T0002C1;2074J
2074J22127C1;20T0002C1;2074J
2074J22131C1;20T0002C1;2074J
2074J22135C1;20T0002C1;2074J
2074J22137C1;20T0002C1;2074J
2074J22139C1;20T0002C1;2074J
2074J33101C1;20T0002C1;2074J
2074J35033C1;20T0002C1;2074J
2074J35133C1;20T0002C1;2074J
2075V22001C1;20T0002C1;2075V
2075V22003C1;20T0002C1;2075V
2075V22005C1;20T0002C1;2075V
2075V22007C1;20T0002C1;2075V
2075V22009C1;20T0002C1;2075V
2075V22011C1;20T0002C1;2075V
2075V22013C1;20T0002C1;2075V
2075V22015C1;20T0002C1;2075V
2075V22017C1;20T0002C1;2075V
2075V22019C1;20T0002C1;2075V
2075V22021C1;20T0002C1;2075V
2075V22023C1;20T0002C1;2075V
2075V22025C1;20T0002C1;2075V
2075V22027C1;20T0002C1;2075V
2075V22029C1;20T0002C1;2075V
2075V22031C1;20T0002C1;2075V
2075V22037C1;20T0002C1;2075V
2075V22039C1;20T0002C1;2075V
2075V22041C1;20T0002C1;2075V
2075V22043C1;20T0002C1;2075V
2075V22045C1;20T0002C1;2075V
2075V22047C1;20T0002C1;2075V
2075V22049C1;20T0002C1;2075V
2075V22051C1;20T0002C1;2075V
2075V22101C1;20T0002C1;2075V
2075V22103C1;20T0002C1;2075V
2075V22105C1;20T0002C1;2075V
2075V22107C1;20T0002C1;2075V
2075V22109C1;20T0002C1;2075V
2075V22111C1;20T0002C1;2075V
2075V22113C1;20T0002C1;2075V
2075V22115C1;20T0002C1;2075V
2075V22117C1;20T0002C1;2075V
2075V22119C1;20T0002C1;2075V
2075V22123C1;20T0002C1;2075V
2075V22125C1;20T0002C1;2075V
2075V22127C1;20T0002C1;2075V
2075V22131C1;20T0002C1;2075V
2075V22135C1;20T0002C1;2075V
2075V22137C1;20T0002C1;2075V
2075V22139C1;20T0002C1;2075V
2075V33101C1;20T0002C1;2075V
2075V35033C1;20T0002C1;2075V
2075V35133C1;20T0002C1;2075V
2076S22003C1;20T0002C1;2076S
2076S22007C1;20T0002C1;2076S
2076S22011C1;20T0002C1;2076S
2076S22015C1;20T0002C1;2076S
2076S22017C1;20T0002C1;2076S
2076S22021C1;20T0002C1;2076S
2076S22023C1;20T0002C1;2076S
2076S22025C1;20T0002C1;2076S
2076S22027C1;20T0002C1;2076S
2076S22031C1;20T0002C1;2076S
2076S22037C1;20T0002C1;2076S
2076S22041C1;20T0002C1;2076S
2076S22043C1;20T0002C1;2076S
2076S22047C1;20T0002C1;2076S
2076S22049C1;20T0002C1;2076S
2076S22051C1;20T0002C1;2076S
2076S22101C1;20T0002C1;2076S
2076S22105C1;20T0002C1;2076S
2076S22111C1;20T0002C1;2076S
2076S22139C1;20T0002C1;2076S
2076S33173C1;20T0002C1;2076S
2076S35033C1;20T0002C1;2076S
2077D22003C1;20T0002C1;2077D
2077D22007C1;20T0002C1;2077D
2077D22011C1;20T0002C1;2077D
2077D22015C1;20T0002C1;2077D
2077D22017C1;20T0002C1;2077D
2077D22021C1;20T0002C1;2077D
2077D22023C1;20T0002C1;2077D
2077D22025C1;20T0002C1;2077D
